DiscardTypeID,DiscardDestinationID,Year,Ratio
1,1,1921,0.000000
1,1,1922,0.000000
1,1,1923,0.000000
1,1,1924,0.000000
1,1,1925,0.000000
1,1,1926,0.000000
1,1,1927,0.000000
1,1,1928,0.000000
1,1,1929,0.000000
1,1,1930,0.000000
1,1,1931,0.000000
1,1,1932,0.000000
1,1,1933,0.000000
1,1,1934,0.000000
1,1,1935,0.000000
1,1,1936,0.000000
1,1,1937,0.000000
1,1,1938,0.000000
1,1,1939,0.000000
1,1,1940,0.000000
1,1,1941,0.000000
1,1,1942,0.000000
1,1,1943,0.000000
1,1,1944,0.000000
1,1,1945,0.000000
1,1,1946,0.000000
1,1,1947,0.000000
1,1,1948,0.000000
1,1,1949,0.000000
1,1,1950,0.000000
1,1,1951,0.000000
1,1,1952,0.000000
1,1,1953,0.000000
1,1,1954,0.000000
1,1,1955,0.000000
1,1,1956,0.000000
1,1,1957,0.000000
1,1,1958,0.000000
1,1,1959,0.000000
1,1,1960,0.000000
1,1,1961,0.000000
1,1,1962,0.000000
1,1,1963,0.000000
1,1,1964,0.000000
1,1,1965,0.000000
1,1,1966,0.000000
1,1,1967,0.000000
1,1,1968,0.000000
1,1,1969,0.000000
1,1,1970,0.000000
1,1,1971,0.000000
1,1,1972,0.000000
1,1,1973,0.000000
1,1,1974,0.000000
1,1,1975,0.000000
1,1,1976,0.000000
1,1,1977,0.000000
1,1,1978,0.000000
1,1,1979,0.000000
1,1,1980,0.000000
1,1,1981,0.000000
1,1,1982,0.000000
1,1,1983,0.000000
1,1,1984,0.000000
1,1,1985,0.000000
1,1,1986,0.000000
1,1,1987,0.000000
1,1,1988,0.000000
1,1,1989,0.000000
1,1,1990,0.070000
1,1,1991,0.070000
1,1,1992,0.070000
1,1,1993,0.070000
1,1,1994,0.070000
1,1,1995,0.070000
1,1,1996,0.070000
1,1,1997,0.070000
1,1,1998,0.070000
1,1,1999,0.070000
1,1,2000,0.090000
1,1,2001,0.090000
1,1,2002,0.090000
1,1,2003,0.090000
1,1,2004,0.090000
1,1,2005,0.090000
1,1,2006,0.090000
1,1,2007,0.090000
1,1,2008,0.090000
1,1,2009,0.090000
1,2,1906,0.000000
1,2,1907,0.000000
1,2,1908,0.000000
1,2,1909,0.000000
1,2,1910,0.000000
